# Constructed from biom file																			
	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	ConsensusLineage
New.CleanUp.ReferenceOTU13018	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU78865	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU78868	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
New.CleanUp.ReferenceOTU76479	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU76471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU76477	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
New.CleanUp.ReferenceOTU76474	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU86269	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU32408	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
New.CleanUp.ReferenceOTU23952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
New.CleanUp.ReferenceOTU23955	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	0	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU60472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU10501	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU76291	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Pla4; o__; f__; g__; s__
New.CleanUp.ReferenceOTU68530	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
New.CleanUp.ReferenceOTU75927	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
New.CleanUp.ReferenceOTU75926	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
New.CleanUp.ReferenceOTU107913	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
New.CleanUp.ReferenceOTU4862	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU4861	0.333333333	0	0	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU4865	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
New.CleanUp.ReferenceOTU112576	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU95098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
New.CleanUp.ReferenceOTU79002	0	0	0.5	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU14893	0	0	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU14895	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU14898	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU14899	0	0	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU104037	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
New.CleanUp.ReferenceOTU104036	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Candidatus Protochlamydia; s__
New.CleanUp.ReferenceOTU58466	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__; s__
New.CleanUp.ReferenceOTU11942	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU11944	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
New.CleanUp.ReferenceOTU16636	0	0	0	0	0	0	0	0	0	1.333333333	0	0.666666667	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU1509	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU1508	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU1503	0	0	0	0	0	0	0	0	0	3	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1502	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
New.CleanUp.ReferenceOTU1501	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.666666667	0.666666667	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU1507	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1505	0	0	0	0	0	0.333333333	0	0	0.666666667	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU1504	0.333333333	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
New.CleanUp.ReferenceOTU9730	0.333333333	0	0	0	0	0	0	0.666666667	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU9731	0	0	0	0	0	0	0	2.333333333	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU2855	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU2856	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__auto67_4W; g__; s__
New.CleanUp.ReferenceOTU77340	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU121807	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU30244	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU11369	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
New.CleanUp.ReferenceOTU11364	0.333333333	0	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU11366	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU30248	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
New.CleanUp.ReferenceOTU46182	0.333333333	0	0.5	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__[Thermodesulfovibrionaceae]; g__GOUTA19; s__
New.CleanUp.ReferenceOTU46186	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU81792	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU47858	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	Unassigned
New.CleanUp.ReferenceOTU47347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__Pedosphaera; s__
New.CleanUp.ReferenceOTU92187	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
New.CleanUp.ReferenceOTU92181	0	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU50814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
New.CleanUp.ReferenceOTU50816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae
New.CleanUp.ReferenceOTU24279	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__
New.CleanUp.ReferenceOTU24276	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__
New.CleanUp.ReferenceOTU24273	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	Unassigned
New.CleanUp.ReferenceOTU114946	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU43667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
New.CleanUp.ReferenceOTU56221	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
New.CleanUp.ReferenceOTU56220	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__
New.CleanUp.ReferenceOTU56224	0	0	0	0	0	0	0	0	0	0	0	0	2.666666667	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU56227	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU39455	0.333333333	0.333333333	0.5	0	0.666666667	0.333333333	0	0	0	0	0	0	0.666666667	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU53542	0	0	0	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU53540	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
New.CleanUp.ReferenceOTU14287	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales
New.CleanUp.ReferenceOTU61379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__
New.CleanUp.ReferenceOTU61371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
New.CleanUp.ReferenceOTU64634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__mle1-8; f__; g__; s__
New.CleanUp.ReferenceOTU40318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	Unassigned
New.CleanUp.ReferenceOTU19772	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU36544	0	0	0.5	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU104935	0	0	0	0	0	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU19196	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	k__Archaea; p__Crenarchaeota; c__MBGA; o__NRP-J; f__; g__; s__
New.CleanUp.ReferenceOTU19197	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	0.333333333	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU19194	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
New.CleanUp.ReferenceOTU19191	0	0	0	0	0	0	0	0	0	1.666666667	0	0.333333333	0	0	0.666666667	0	0	0	Unassigned
New.CleanUp.ReferenceOTU32395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU18824	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU18821	0.333333333	0.333333333	0	1.333333333	0	1	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU45099	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU45091	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
New.CleanUp.ReferenceOTU35016	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU102555	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
New.CleanUp.ReferenceOTU102556	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
New.CleanUp.ReferenceOTU34940	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
New.CleanUp.ReferenceOTU34946	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
New.CleanUp.ReferenceOTU34947	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0.666666667	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU34948	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU34949	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
New.CleanUp.ReferenceOTU473	0	0	0	0	0	0	0	0	4.666666667	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU475	0.666666667	1.333333333	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	Unassigned
New.CleanUp.ReferenceOTU477	0	0	0	0	0	0	0	0	0	0	0	8.666666667	0	0	2	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU476	0	0	0	0	0	0	0	0	0	0	0	2.666666667	0	0	4	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU51335	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]
New.CleanUp.ReferenceOTU51332	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU119181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	Unassigned
New.CleanUp.ReferenceOTU31662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
New.CleanUp.ReferenceOTU31660	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU31665	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU84576	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU37625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__
New.CleanUp.ReferenceOTU37626	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.333333333	0	0	0	Unassigned
New.CleanUp.ReferenceOTU37627	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU37628	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
New.CleanUp.ReferenceOTU29844	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU89478	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU113136	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU37084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.666666667	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU37086	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.666666667	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU37080	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU37081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0.333333333	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
New.CleanUp.ReferenceOTU36979	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
New.CleanUp.ReferenceOTU81012	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
New.CleanUp.ReferenceOTU77267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
New.CleanUp.ReferenceOTU102941	0	0	0.5	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU33254	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU52422	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__Thermogemmatispora; s__
New.CleanUp.ReferenceOTU86546	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__; g__; s__
New.CleanUp.ReferenceOTU72312	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
