# Constructed from biom file																			
	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	ConsensusLineage
New.CleanUp.ReferenceOTU29506	0	0	0	0	0.333333333	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU35104	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
New.CleanUp.ReferenceOTU45772	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU54573	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU54572	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__PAUC37f; o__; f__; g__; s__
New.CleanUp.ReferenceOTU74976	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU57007	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae
New.CleanUp.ReferenceOTU57005	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
New.CleanUp.ReferenceOTU57001	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
New.CleanUp.ReferenceOTU90109	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU106442	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU103993	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
New.CleanUp.ReferenceOTU18231	0.666666667	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU11584	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
New.CleanUp.ReferenceOTU70819	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU70813	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU81170	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__BPC102; o__B110; f__; g__; s__
New.CleanUp.ReferenceOTU99363	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU62842	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU62847	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
New.CleanUp.ReferenceOTU11532	0	0	1	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
New.CleanUp.ReferenceOTU11533	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlorobi; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU11534	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU11535	0	0.333333333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU11536	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU11537	0	0.333333333	0	0	0.333333333	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU11538	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
New.CleanUp.ReferenceOTU26438	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU16568	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
New.CleanUp.ReferenceOTU67562	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
New.CleanUp.ReferenceOTU67560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	Unassigned
New.CleanUp.ReferenceOTU67566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__WCHB1-84; s__
New.CleanUp.ReferenceOTU67567	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
New.CleanUp.ReferenceOTU67568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__
New.CleanUp.ReferenceOTU71752	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
New.CleanUp.ReferenceOTU60699	0	0	0	0	0	0	0	0	0	0.333333333	0	1	0	0.333333333	1.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU60690	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__auto67_4W; g__; s__
New.CleanUp.ReferenceOTU100638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU71770	0	0	0	0	0	1	0	0	0	0	0	0.666666667	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__
New.CleanUp.ReferenceOTU1929	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.666666667	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__TK10; f__; g__; s__
New.CleanUp.ReferenceOTU1926	0.666666667	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__
New.CleanUp.ReferenceOTU1921	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	1.666666667	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU1920	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU1923	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__E29; f__; g__; s__
New.CleanUp.ReferenceOTU94843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
New.CleanUp.ReferenceOTU52686	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
New.CleanUp.ReferenceOTU15947	0	0	0	0	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU15943	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.666666667	0	0	0	0	k__Archaea; p__Crenarchaeota; c__MBGA; o__NRP-J; f__; g__; s__
New.CleanUp.ReferenceOTU25111	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Elusimicrobia; c__Endomicrobia; o__; f__; g__; s__
New.CleanUp.ReferenceOTU15884	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
New.CleanUp.ReferenceOTU63783	0	0	0	0	0	1.666666667	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
New.CleanUp.ReferenceOTU63785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	Unassigned
New.CleanUp.ReferenceOTU3786	0.333333333	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU3785	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU3782	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0.333333333	0.333333333	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
New.CleanUp.ReferenceOTU3780	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Pelobacteraceae; g__; s__
New.CleanUp.ReferenceOTU15209	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
New.CleanUp.ReferenceOTU6447	0	0	0	0.333333333	0	0	0	0	4	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
New.CleanUp.ReferenceOTU6446	0	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU6441	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
New.CleanUp.ReferenceOTU22232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	Unassigned
New.CleanUp.ReferenceOTU22237	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU89610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU3719	0.333333333	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas; s__
New.CleanUp.ReferenceOTU90501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Acidobacteria; c__PAUC37f; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1143	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU1140	0	0	0	0	0.333333333	0	0	0	0	0	0.666666667	0.666666667	0	0	0	2.333333333	0	0	Unassigned
New.CleanUp.ReferenceOTU1147	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0.666666667	0	0	0	0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1149	0.333333333	0.666666667	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU1148	0.666666667	0.666666667	0	0	0	0	0	0	0	0	0	0.666666667	1	0	0	0	0.333333333	0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__CV106; g__; s__
New.CleanUp.ReferenceOTU9376	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
New.CleanUp.ReferenceOTU9379	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU83828	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU67955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	Unassigned
New.CleanUp.ReferenceOTU82197	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__
New.CleanUp.ReferenceOTU15167	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU15165	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU102641	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU7796	0.333333333	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU7797	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
New.CleanUp.ReferenceOTU50098	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0.333333333	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU50099	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU17648	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU91296	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
New.CleanUp.ReferenceOTU74113	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU17643	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU73461	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU10694	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
New.CleanUp.ReferenceOTU73468	0	0	0.5	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU10691	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
New.CleanUp.ReferenceOTU13524	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0.666666667	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
New.CleanUp.ReferenceOTU13527	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__AT-s54; o__; f__; g__; s__
New.CleanUp.ReferenceOTU13526	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
New.CleanUp.ReferenceOTU13529	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
New.CleanUp.ReferenceOTU63146	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae
New.CleanUp.ReferenceOTU80751	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU80754	0	0	0.5	0	0	0.333333333	0.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU88934	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
New.CleanUp.ReferenceOTU111902	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__WS3; c__PRR-12; o__; f__; g__; s__
New.CleanUp.ReferenceOTU12690	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
New.CleanUp.ReferenceOTU12691	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU87806	0	0	0	0	0	0.666666667	0	0	0	0	1.333333333	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__Pedosphaera; s__
New.CleanUp.ReferenceOTU48776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU48770	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
New.CleanUp.ReferenceOTU7346	0	0	0	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__YNPFFA; f__SK322; g__; s__
New.CleanUp.ReferenceOTU66075	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
New.CleanUp.ReferenceOTU48822	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
New.CleanUp.ReferenceOTU952	0	0	0	0	0	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU20765	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__
New.CleanUp.ReferenceOTU112664	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SBla14; f__; g__; s__
New.CleanUp.ReferenceOTU102405	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU98906	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU111157	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__; f__; g__; s__
New.CleanUp.ReferenceOTU20760	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU21294	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
New.CleanUp.ReferenceOTU4154	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales
New.CleanUp.ReferenceOTU27869	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU27868	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU104971	0	0	0.5	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
New.CleanUp.ReferenceOTU37262	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.333333333	0	0	0	Unassigned
New.CleanUp.ReferenceOTU37263	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	1	2	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
New.CleanUp.ReferenceOTU37265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
New.CleanUp.ReferenceOTU62450	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU11471	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU11472	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
New.CleanUp.ReferenceOTU62452	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU23736	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU27241	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU66557	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
New.CleanUp.ReferenceOTU29299	0	0	0	0	0	0.333333333	0	0	0	0	0.666666667	0	0	0	0	0	0	0	k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU48251	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__
